sampleId	sampleId_orig	locality	lat	long	continent	country	city	province	min_day	max_day	min_month	max_month	year	jday	exactDate	sr_season	bio_rep	tech_rep	exp_rep	loc_rep	fruit_type	subsample	nFlies	fly_type	library_type	sampling_strategy	seq_platform	set	collector	SRA_Accession	reference	SequencingId	low_qual	DIN	DNA_result	DNA_Status	library_result	totalreads	SimCont.Norm	pcrdup	pNpS	private	Cov	Miss	Recommendation	collapsedSamples	N	cluster1.0	cluster2.0_k4	cluster2.0_k5	cluster2.0_k8	fruit_type_curated
US_Sou_Eut_1_2010-07-15	SC_eu_10_spring	US_Sou_Eut	33.39	-80.34	North_America	USA	Eutawville	South Carolina	15	15	7	7	2010	196	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	48	5gen_lab	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR1525696	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.013542016	0.027669	0.391018591	4.361727836	79.63403516	0.020761719	Pass	NA	NA	5	4	5	6	NA
US_Tex_Lub_0_2013-09-15	NA	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	NA	NA	NA	NA	NA	0	634	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449057;SRR8449015;SRR8448983;SRR8448996;SRR8448964;SRR8449060;SRR8449012;SRR8448973;SRR8448956;SRR8448911	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015893523	0.035129	NA	NA	87.76189958	0.055164618	Pass	US_Tex_Lub_10_2013-09-15;US_Tex_Lub_1_2013-09-15;US_Tex_Lub_2_2013-09-15;US_Tex_Lub_3_2013-09-15;US_Tex_Lub_4_2013-09-15;US_Tex_Lub_5_2013-09-15;US_Tex_Lub_6_2013-09-15;US_Tex_Lub_7_2013-09-15;US_Tex_Lub_8_2013-09-15;US_Tex_Lub_9_2013-09-15	10	4	4	3	4	NA
US_Tex_Lub_10_2013-09-15	TX_NTX-30C-100_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_100	NA	NA	10	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449057	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015524344	0.006502	0.428994622	4.672384213	18.01946478	0.0325529	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_1_2013-09-15	TX_NTX-20C-005_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_005	NA	NA	1	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449015	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015876774	0.07932	0.318444767	3.559906625	9.625819276	0.051468972	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_2_2013-09-15	TX_NTX-20C-025_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_025	NA	NA	2	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448983	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015720349	0.004338	0.330918359	3.06483222	8.361447674	0.081705955	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_3_2013-09-15	TX_NTX-20C-075_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_075	NA	NA	3	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448996	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015546303	0.00964	0.336625448	3.443106457	8.643490438	0.070550535	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_4_2013-09-15	TX_NTX-20C-095_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_095	NA	NA	4	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448964	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015430258	0.004271	0.347049269	3.584670384	7.658079664	0.108685513	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_5_2013-09-15	TX_NTX-20C-100_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_100	NA	NA	5	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449060	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015655302	0.015664	0.326564035	3.681874122	12.29092042	0.034897451	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_6_2013-09-15	TX_NTX-30C-005_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_005	NA	NA	6	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449012	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015997177	0.010196	0.331165915	3.448860846	8.339845236	0.081701102	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_7_2013-09-15	TX_NTX-30C-025_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_025	NA	NA	7	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448973	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016285244	0.01437	0.309213348	3.617210095	13.1773044	0.043909241	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_8_2013-09-15	TX_NTX-30C-075_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_075	NA	NA	8	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448956	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015849427	0.007257	0.318647629	3.579097327	10.63598529	0.047865032	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Lub_9_2013-09-15	TX_NTX-30C-095_NA_Sep_2013	US_Tex_Lub	33.57	-100.9	North_America	USA	Lubbock	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_095	NA	NA	9	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448911	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015873872	0.009989	0.320642275	3.552546548	9.201304305	0.051254948	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_0_2013-09-15	NA	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	NA	NA	NA	NA	NA	0	634	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449056;SRR8449017;SRR8448982;SRR8448997;SRR8448965;SRR8449059;SRR8449011;SRR8448972;SRR8448957;SRR8448912	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.019706291	0.030079	NA	NA	70.71155695	0.050392729	Pass	US_Tex_Sto_10_2013-09-15;US_Tex_Sto_1_2013-09-15;US_Tex_Sto_2_2013-09-15;US_Tex_Sto_3_2013-09-15;US_Tex_Sto_4_2013-09-15;US_Tex_Sto_5_2013-09-15;US_Tex_Sto_6_2013-09-15;US_Tex_Sto_7_2013-09-15;US_Tex_Sto_8_2013-09-15;US_Tex_Sto_9_2013-09-15	10	4	4	3	4	NA
US_Tex_Sto_10_2013-09-15	TX_STX-30C-100_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_100	NA	NA	10	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449056	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.01549751	0.011942	0.332544423	4.110050716	12.98470065	0.029014478	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_1_2013-09-15	TX_STX-20C-005_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_005	NA	NA	1	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449017	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.01573403	0.012573	0.324144049	3.417803723	10.98317256	0.036810072	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_2_2013-09-15	TX_STX-20C-025_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_025	NA	NA	2	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448982	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.042124277	0.004843	0.312804297	3.227886705	8.13217702	0.085289026	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_3_2013-09-15	TX_STX-20C-075_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_075	NA	NA	3	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448997	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.029703873	0.010601	0.325053509	3.363423933	8.668207614	0.070177329	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_4_2013-09-15	TX_STX-20C-095_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_095	NA	NA	4	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448965	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.01605372	0.042115	0.306205795	3.180125875	6.322732919	0.217103619	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_5_2013-09-15	TX_STX-20C-100_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	20C_100	NA	NA	5	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449059	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015782287	0.017437	0.335524024	3.31386722	7.854327666	0.094553179	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_6_2013-09-15	TX_STX-30C-005_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_005	NA	NA	6	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449011	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015737411	0.010083	0.332372486	3.469085299	7.608084952	0.109538695	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_7_2013-09-15	TX_STX-30C-025_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_025	NA	NA	7	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448972	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015761688	0.004918	0.316910212	3.447313109	7.148460337	0.136819633	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_8_2013-09-15	TX_STX-30C-075_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_075	NA	NA	8	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448957	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015357683	0.009987	0.320395448	3.507720977	9.832262467	0.049041433	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Tex_Sto_9_2013-09-15	TX_STX-30C-095_NA_Sep_2013	US_Tex_Sto	30.23	-99.66	North_America	USA	Stonewall	Texas	1	30	9	9	2013	258	FALSE	NA	BR-1	TR-1	30C_095	NA	NA	9	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448912	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016077361	0.024654	0.298826672	3.373279893	7.953457415	0.080155378	Collapse	NA	NA	NA	NA	NA	NA	NA
US_Vir_Cha_1_2012-07-18	VA_ch_12_spring	US_Vir_Cha	38	-78.47	North_America	USA	Charlottesville	Virginia	18	18	7	7	2012	200	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	95	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt	SRR3590551	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.014674642	0.035774	0.360372595	4.171931123	68.97993496	0.046861889	Pass	NA	NA	5	4	5	6	NA
US_Vir_Cha_1_2012-11-05	VA_ch_12_fall	US_Vir_Cha	38	-78.47	North_America	USA	Charlottesville	Virginia	5	5	11	11	2012	310	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	50	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	P._Schmidt_lab	SRR3590550	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.192166009	0.012508	0.325145606	4.12083706	37.00785158	0.052437658	High Contamination	NA	NA	NA	NA	NA	NA	NA
US_Vir_Cha_1_2014-06-25	VA_ch_14_spring	US_Vir_Cha	38	-78.47	North_America	USA	Charlottesville	Virginia	25	25	6	6	2014	176	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	104	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939077	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008988036	0.443077	0.358059855	4.160288413	73.28202452	0.061159715	Pass	NA	NA	5	4	5	6	NA
US_Vir_Cha_1_2014-10-14	VA_ch_14_fall	US_Vir_Cha	38	-78.47	North_America	USA	Charlottesville	Virginia	14	14	10	10	2014	287	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	76	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	P._Schmidt_lab	SRR3939076	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008368661	0.243754	0.362672789	4.175569793	82.54255136	0.058339072	Pass	NA	NA	5	4	5	6	NA
US_Vir_Cha_1_2015-07-01	VA_ch_15_spring	US_Vir_Cha	38	-78.47	North_America	USA	Charlottesville	Virginia	1	1	7	7	2015	182	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	65	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	A._Bergland	SRR3939088	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008398848	0.165099	0.355737868	3.98686127	88.43105425	0.062030368	Pass	NA	NA	5	4	5	6	NA
US_Vir_Cha_1_2015-10-19	VA_ch_15_fall	US_Vir_Cha	38	-78.47	North_America	USA	Charlottesville	Virginia	19	19	10	10	2015	292	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	89	wild	pooled	NA	Illumina HiSeq 4000	DrosRTEC	A._Bergland	SRR3939087	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008348777	0.119621	0.357582623	4.05200098	84.51255144	0.061577085	Pass	NA	NA	5	4	5	6	NA
US_Vir_Cha_1_2016-06-24	VA_ch_16_m06d24	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	24	24	6	6	2016	176	TRUE	NA	BR-1	TR-1	NA	peaches	peaches	1	37	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475045	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.009198409	0.157434	0.303447763	3.706205542	12.34841414	0.045214734	Pass	NA	NA	5	4	5	6	Peach
US_Vir_Cha_1_2016-07-08	VA_ch_16_m07d08	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	8	8	7	7	2016	190	TRUE	NA	BR-1	TR-1	NA	peaches	peaches	1	36	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475044	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.00827759	0.111889	0.38020719	3.595826777	55.56853326	0.004237274	Pass	NA	NA	5	4	5	6	Peach
US_Vir_Cha_1_2016-07-22	VA_ch_16_m07d22	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	22	22	7	7	2016	204	TRUE	NA	BR-1	TR-1	NA	peaches	peaches	1	22	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475033	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.009330157	0.151319	0.327949226	4.010639117	19.07212167	0.015459182	Pass	NA	NA	5	4	5	6	Peach
US_Vir_Cha_1_2016-08-19	VA_ch_16_m08d19	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	19	19	8	8	2016	232	TRUE	NA	BR-1	TR-1	NA	peaches	peaches	1	23	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475022	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008239713	0.127273	0.368067176	3.582517884	44.43379119	0.00422417	Pass	NA	NA	5	4	5	6	Peach
US_Vir_Cha_1_2016-09-02	VA_ch_16_m09d02	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	2	2	9	9	2016	246	TRUE	NA	BR-1	TR-1	NA	peaches&apples	peaches&apples	1	146	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475014	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008872887	0.098902	0.393114944	3.621902961	79.07381375	0.005726216	Pass	NA	NA	5	4	5	6	Apple_Peach
US_Vir_Cha_1_2016-09-16	VA_ch_16_m09d16	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	16	16	9	9	2016	260	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	113	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475013	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008878267	0.130407	0.392944785	3.816307599	66.66568046	0.003984911	Pass	NA	NA	5	4	5	6	Apple
US_Vir_Cha_1_2016-10-03	VA_ch_16_m10d03	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	3	3	10	10	2016	277	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	40	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475012	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.009759575	0.095721	0.32847631	3.493318608	15.44636015	0.042792048	Pass	NA	NA	5	4	5	6	Apple
US_Vir_Cha_1_2016-10-14	VA_ch_16_m10d14	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	14	14	10	10	2016	288	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	150	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475011	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008617604	0.104737	0.395572917	3.558348509	65.43504732	0.003907746	Pass	NA	NA	5	4	5	6	Apple
US_Vir_Cha_1_2016-10-28	VA_ch_16_m10d28	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	28	28	10	10	2016	302	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	118	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475010	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.009047679	0.149255	0.450827197	3.896085085	203.4647936	0.014620075	Pass	NA	NA	5	4	5	6	Apple
US_Vir_Cha_1_2016-11-11	VA_ch_16_m11d11	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	11	11	11	11	2016	316	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	86	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475009	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.011515108	0.392598	0.446543858	4.422146456	172.1996827	0.012627862	Pass	NA	NA	5	4	5	6	Apple
US_Vir_Cha_1_2016-12-03	VA_ch_16_m12d03	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	3	3	12	12	2016	338	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	70	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475043	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008664896	0.101872	0.407055602	3.777934049	94.43384078	0.006411964	Pass	NA	NA	5	4	5	6	Apple
US_Vir_Cha_1_2017-06-22	VA_ch_17_m06d22	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	22	22	6	6	2017	173	TRUE	NA	BR-1	TR-1	NA	peaches	peaches	1	39	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475042	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.009721107	0.258755	0.438054045	4.167671716	181.6803782	0.013683905	Pass	NA	NA	5	4	5	6	Peach
US_Vir_Cha_1_2017-07-07	VA_ch_17_m07d07	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	7	7	7	7	2017	188	TRUE	NA	BR-1	TR-1	NA	peaches	peaches	1	45	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475041	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.011204167	0.255447	0.414175987	4.069779061	71.59229553	0.004109636	Pass	NA	NA	5	4	5	6	Peach
US_Vir_Cha_1_2017-07-20	VA_ch_17_m07d20	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	20	20	7	7	2017	201	TRUE	NA	BR-1	TR-1	NA	peaches	peaches	1	69	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475040	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.010305123	0.249448	0.429409558	4.188591037	85.6619473	0.005040953	Pass	NA	NA	5	4	5	6	Peach
US_Vir_Cha_1_2017-08-03	VA_ch_17_m08d03	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	3	3	8	8	2017	215	TRUE	NA	BR-1	TR-1	NA	peaches&apples	peaches&apples	1	29	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475039	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.00916347	0.09782	0.343790488	3.574725584	21.57459729	0.007582056	Pass	NA	NA	5	4	5	6	Apple_Peach
US_Vir_Cha_1_2017-08-17	VA_ch_17_m08d17	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	17	17	8	8	2017	229	TRUE	NA	BR-1	TR-1	NA	peaches&apples	peaches&apples	1	32	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475038	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008647371	0.195724	0.422395715	4.169439299	298.0743998	0.025854116	Pass	NA	NA	5	4	5	6	Apple_Peach
US_Vir_Cha_1_2017-08-31	VA_ch_17_m08d31	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	31	31	8	8	2017	243	TRUE	NA	BR-1	TR-1	NA	peaches&apples	peaches&apples	1	87	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475037	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008337675	0.131021	0.416786879	3.804752602	148.4611108	0.012668143	Pass	NA	NA	5	4	5	6	Apple_Peach
US_Vir_Cha_1_2017-09-14	VA_ch_17_m09d14	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	14	14	9	9	2017	257	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	92	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475036	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008512949	0.135381	0.402562231	3.673020907	69.36224019	0.003865523	Pass	NA	NA	5	4	5	6	Apple
US_Vir_Cha_1_2017-09-28	VA_ch_17_m09d28	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	28	28	9	9	2017	271	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	136	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475035	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008596507	0.135563	0.403605033	3.750508395	78.47345347	0.004903609	Pass	NA	NA	5	4	5	6	Apple
US_Vir_Cha_1_2017-10-12	VA_ch_17_m10d12	US_Vir_Cha	37.979	-78.4897	North_America	USA	Charlottesville	Virginia	12	12	10	10	2017	285	TRUE	NA	BR-1	TR-1	NA	apples	apples	1	107	G1 males	pooled	Sweep Netting + Aspiration	NovaSeq6000	cville	Alyssa Black	SRR14475034	https://doi.org/10.1101/2022.12.09.519676	NA	NA	NA	NA	NA	NA	NA	0.008566398	0.141442	0.400601791	3.637589786	65.83443321	0.003746622	Pass	NA	NA	5	4	5	6	Apple
